OCC_TITLE,A_MEAN
Data Scientists,"95,190"
Biological Scientists,"85,850"
Operations Research Analysts,"67,560"
Data Scientists,"70,870"
Data Scientists,"70,870"
Biological Scientists,"68,100"
Data Scientists,"101,970"
Data Scientists,"101,970"
Financial Specialists,"96,880"
Operations Research Analysts,"98,290"
Statisticians,"120,890"
Data Scientists,"117,800"
Data Scientists,"117,800"
Mathematical Science Occupations,"76,920"
Biological Scientists,"106,670"
Financial Specialists,"123,300"
Operations Research Analysts,"114,490"
Statisticians,"101,000"
Data Scientists,"110,450"
Data Scientists,"110,450"
Mathematical Science Occupations,"86,610"
Biological Scientists,"84,460"
Financial Specialists,"118,150"
Operations Research Analysts,"110,800"
Statisticians,"122,600"
Data Scientists,"125,620"
Data Scientists,"125,620"
Mathematical Science Occupations,"95,480"
Biological Scientists,"110,890"
Financial Specialists,"129,630"
Operations Research Analysts,"111,750"
Statisticians,"124,400"
Data Scientists,"126,280"
Data Scientists,"126,280"
Mathematical Science Occupations,"96,130"
Biological Scientists,"110,830"
Financial Specialists,"63,950"
Operations Research Analysts,"106,520"
Statisticians,"103,080"
Data Scientists,"113,940"
Data Scientists,"113,940"
Biological Scientists,"122,290"
Financial Specialists,"68,530"
Operations Research Analysts,"91,100"
Statisticians,"98,920"
Data Scientists,"100,390"
Data Scientists,"100,390"
Financial Specialists,"110,190"
Operations Research Analysts,"77,070"
Statisticians,"92,490"
Data Scientists,"95,980"
Data Scientists,"95,980"
Mathematical Science Occupations,"77,160"
Biological Scientists,"121,740"
Financial Specialists,"88,050"
Operations Research Analysts,"99,730"
Statisticians,"106,820"
Data Scientists,"113,920"
Data Scientists,"113,920"
Mathematical Science Occupations,"92,780"
Biological Scientists,"107,290"
Financial Specialists,"88,050"
Operations Research Analysts,"99,730"
Statisticians,"106,820"
Data Scientists,"113,920"
Data Scientists,"113,920"
Mathematical Science Occupations,"92,780"
Biological Scientists,"107,290"
Financial Specialists,"67,870"
Operations Research Analysts,"72,090"
Statisticians,"93,300"
Data Scientists,"97,410"
Data Scientists,"97,410"
Mathematical Science Occupations,"87,420"
Biological Scientists,"76,580"
Operations Research Analysts,"91,190"
Data Scientists,"96,820"
Data Scientists,"96,820"
Mathematical Science Occupations,"99,130"
Operations Research Analysts,"68,760"
Data Scientists,"85,400"
Data Scientists,"85,400"
Financial Specialists,*
Operations Research Analysts,"68,110"
Statisticians,"97,150"
Data Scientists,"99,870"
Data Scientists,"99,870"
Mathematical Science Occupations,"78,070"
Biological Scientists,"75,980"
Financial Specialists,"69,000"
Operations Research Analysts,"66,420"
Statisticians,"88,960"
Data Scientists,"93,320"
Data Scientists,"93,320"
Mathematical Science Occupations,"72,500"
Biological Scientists,"79,260"
Financial Specialists,"73,770"
Operations Research Analysts,"72,640"
Statisticians,*
Data Scientists,"84,560"
Data Scientists,"84,560"
Financial Specialists,"80,590"
Operations Research Analysts,"68,810"
Data Scientists,"101,880"
Data Scientists,"101,880"
Operations Research Analysts,"58,710"
Data Scientists,"99,370"
Data Scientists,"99,370"
Data Scientists,"78,290"
Data Scientists,"78,290"
Data Scientists,"123,900"
Data Scientists,"123,900"
Financial Specialists,"96,020"
Operations Research Analysts,"53,720"
Data Scientists,"89,510"
Data Scientists,"89,510"
Financial Specialists,"82,720"
Operations Research Analysts,"92,360"
Financial Specialists,"87,840"
Operations Research Analysts,"89,420"
Financial Specialists,"65,460"
Operations Research Analysts,"81,200"
Statisticians,"83,480"
Data Scientists,"84,070"
Data Scientists,"84,070"
Mathematical Science Occupations,"74,230"
Biological Scientists,"69,120"
Financial Specialists,"64,200"
Financial Specialists,"62,370"
Financial Specialists,"68,430"
Operations Research Analysts,"70,100"
Operations Research Analysts,"70,660"
Operations Research Analysts,"99,150"
Statisticians,"78,270"
Statisticians,"67,750"
Statisticians,"93,360"
Data Scientists,"76,960"
Data Scientists,"97,860"
Data Scientists,"86,280"
Data Scientists,"76,960"
Data Scientists,"97,860"
Data Scientists,"86,280"
Mathematical Science Occupations,"66,100"
Mathematical Science Occupations,"78,240"
Biological Scientists,"67,670"
Biological Scientists,"63,570"
Biological Scientists,"70,580"
Financial Specialists,"66,440"
Operations Research Analysts,"70,520"
Statisticians,"75,280"
Data Scientists,"100,240"
Data Scientists,"100,240"
Financial Specialists,"66,700"
Financial Specialists,"64,360"
Operations Research Analysts,"70,830"
Operations Research Analysts,"63,010"
Statisticians,"73,460"
Data Scientists,"105,510"
Data Scientists,"69,010"
Data Scientists,"105,510"
Data Scientists,"69,010"
Financial Specialists,"54,530"
Operations Research Analysts,"68,260"
Statisticians,"62,610"
Data Scientists,"73,740"
Data Scientists,"73,740"
Financial Specialists,"57,330"
Financial Specialists,"54,240"
Financial Specialists,"45,120"
Operations Research Analysts,"68,780"
Operations Research Analysts,"68,090"
Statisticians,"61,490"
Statisticians,"65,730"
Data Scientists,"80,180"
Data Scientists,"70,640"
Data Scientists,"80,180"
Data Scientists,"70,640"
Financial Specialists,"67,010"
Operations Research Analysts,"71,560"
Statisticians,"84,550"
Data Scientists,"78,550"
Data Scientists,"78,550"
Mathematical Science Occupations,"71,150"
Biological Scientists,"69,270"
Financial Specialists,"64,810"
Financial Specialists,"64,900"
Financial Specialists,"70,720"
Operations Research Analysts,"69,970"
Operations Research Analysts,"75,290"
Statisticians,"78,990"
Statisticians,"56,840"
Statisticians,"94,230"
Data Scientists,"76,930"
Data Scientists,"81,550"
Data Scientists,"76,930"
Data Scientists,"81,550"
Mathematical Science Occupations,"68,920"
Mathematical Science Occupations,"73,410"
Biological Scientists,"67,670"
Biological Scientists,"63,950"
Biological Scientists,"70,860"
Financial Specialists,"67,890"
Operations Research Analysts,"164,550"
Statisticians,"92,520"
Data Scientists,"111,880"
Data Scientists,"111,880"
Financial Specialists,"68,680"
Operations Research Analysts,"164,550"
Statisticians,"92,400"
Data Scientists,"115,280"
Data Scientists,"115,280"
Financial Specialists,"55,190"
Operations Research Analysts,"77,850"
Data Scientists,"69,170"
Data Scientists,"69,170"
Financial Specialists,"54,790"
Operations Research Analysts,"77,930"
Data Scientists,"71,200"
Data Scientists,"71,200"
Financial Specialists,"58,160"
Data Scientists,"87,200"
Data Scientists,"87,200"
Financial Specialists,"58,160"
Data Scientists,"86,130"
Data Scientists,"86,130"
Financial Specialists,"86,190"
Operations Research Analysts,"79,510"
Statisticians,"82,580"
Data Scientists,"106,520"
Data Scientists,"106,520"
Financial Specialists,"85,930"
Operations Research Analysts,"79,730"
Statisticians,"82,580"
Data Scientists,"106,640"
Data Scientists,"106,640"
Financial Specialists,"66,260"
Operations Research Analysts,"80,640"
Statisticians,"82,870"
Data Scientists,"91,720"
Data Scientists,"91,720"
Biological Scientists,"98,130"
Financial Specialists,"60,530"
Operations Research Analysts,"81,960"
Statisticians,"71,470"
Data Scientists,"77,670"
Data Scientists,"77,670"
Biological Scientists,"103,750"
Financial Specialists,"55,510"
Data Scientists,"96,230"
Data Scientists,"96,230"
Data Scientists,"112,720"
Data Scientists,"112,720"
Financial Specialists,"72,690"
Operations Research Analysts,"82,530"
Statisticians,"109,320"
Data Scientists,"90,050"
Data Scientists,"90,050"
Biological Scientists,"143,680"
Financial Specialists,"67,540"
Operations Research Analysts,"64,520"
Data Scientists,"73,110"
Data Scientists,"73,110"
Financial Specialists,"91,560"
Operations Research Analysts,"81,450"
Statisticians,"108,270"
Data Scientists,"117,790"
Data Scientists,"117,790"
Biological Scientists,"88,070"
Financial Specialists,"69,580"
Data Scientists,"95,210"
Data Scientists,"95,210"
Operations Research Analysts,"64,950"
Data Scientists,"101,330"
Data Scientists,"101,330"
Operations Research Analysts,"67,180"
Data Scientists,"101,290"
Data Scientists,"101,290"
Financial Specialists,"62,360"
Operations Research Analysts,"78,740"
Statisticians,"93,990"
Data Scientists,"91,630"
Data Scientists,"91,630"
Mathematical Science Occupations,"78,220"
Biological Scientists,"88,050"
Financial Specialists,"78,500"
Financial Specialists,"60,450"
Financial Specialists,"60,990"
Operations Research Analysts,"89,800"
Operations Research Analysts,"81,450"
Operations Research Analysts,"75,400"
Statisticians,"93,620"
Statisticians,"90,350"
Statisticians,"94,330"
Data Scientists,"104,250"
Data Scientists,"85,750"
Data Scientists,"90,760"
Data Scientists,"104,250"
Data Scientists,"85,750"
Data Scientists,"90,760"
Mathematical Science Occupations,"74,590"
Biological Scientists,"73,470"
Biological Scientists,"89,240"
Financial Specialists,"62,540"
Operations Research Analysts,"79,010"
Statisticians,"93,440"
Data Scientists,"91,000"
Data Scientists,"91,000"
Mathematical Science Occupations,"78,220"
Biological Scientists,"89,060"
Financial Specialists,"80,190"
Financial Specialists,"60,450"
Financial Specialists,"61,310"
Operations Research Analysts,"93,690"
Operations Research Analysts,"81,650"
Operations Research Analysts,"74,960"
Statisticians,"85,600"
Statisticians,"89,050"
Statisticians,"94,380"
Data Scientists,"105,210"
Data Scientists,"85,750"
Data Scientists,"89,920"
Data Scientists,"105,210"
Data Scientists,"85,750"
Data Scientists,"89,920"
Mathematical Science Occupations,"74,590"
Biological Scientists,"88,540"
Financial Specialists,"63,500"
Operations Research Analysts,"52,550"
Financial Specialists,"71,360"
Financial Specialists,"57,790"
Operations Research Analysts,"51,750"
Financial Specialists,"56,010"
Operations Research Analysts,"91,070"
Statisticians,"102,240"
Data Scientists,"110,040"
Data Scientists,"110,040"
Financial Specialists,"53,860"
Operations Research Analysts,"94,030"
Statisticians,"96,410"
Data Scientists,"112,040"
Data Scientists,"112,040"
Financial Specialists,"80,210"
Data Scientists,"72,290"
Data Scientists,"72,290"
Financial Specialists,"90,300"
Data Scientists,"85,370"
Data Scientists,"85,370"
Financial Specialists,"52,490"
Financial Specialists,"52,170"
Data Scientists,"62,030"
Data Scientists,"62,030"
Financial Specialists,"54,440"
Operations Research Analysts,"55,540"
Statisticians,"61,490"
Data Scientists,"73,560"
Data Scientists,"73,560"
Biological Scientists,"63,600"
Financial Specialists,"53,870"
Operations Research Analysts,"55,100"
Statisticians,"59,240"
Data Scientists,"74,830"
Data Scientists,"74,830"
Biological Scientists,"63,600"
Financial Specialists,"50,240"
Data Scientists,"71,850"
Data Scientists,"71,850"
Financial Specialists,"58,630"
Operations Research Analysts,"60,330"
Data Scientists,"77,520"
Data Scientists,"77,520"
Data Scientists,"64,270"
Data Scientists,"64,270"
Financial Specialists,"72,420"
Operations Research Analysts,"71,380"
Data Scientists,"87,120"
Data Scientists,"87,120"
Financial Specialists,"66,750"
Operations Research Analysts,"70,880"
Data Scientists,"89,760"
Data Scientists,"89,760"
Financial Specialists,"88,920"
Data Scientists,"78,010"
Data Scientists,"78,010"
Financial Specialists,"59,870"
Data Scientists,"68,370"
Data Scientists,"68,370"
Biological Scientists,"54,730"
Data Scientists,"68,370"
Data Scientists,"68,370"
Biological Scientists,"54,730"
Financial Specialists,"64,830"
Data Scientists,"97,460"
Data Scientists,"97,460"
Financial Specialists,"67,010"
Data Scientists,"98,050"
Data Scientists,"98,050"
Financial Specialists,"68,840"
Data Scientists,"81,260"
Data Scientists,"81,260"
Financial Specialists,"64,730"
Data Scientists,"81,260"
Data Scientists,"81,260"
Financial Specialists,"58,410"
Financial Specialists,"83,820"
Financial Specialists,"73,180"
Operations Research Analysts,"80,110"
Data Scientists,"97,380"
Data Scientists,"97,380"
Financial Specialists,"68,170"
Operations Research Analysts,"71,310"
Data Scientists,"89,360"
Data Scientists,"89,360"
Financial Specialists,"45,130"
Data Scientists,"125,370"
Data Scientists,"125,370"
Data Scientists,"133,370"
Data Scientists,"133,370"
Financial Specialists,"45,110"
Data Scientists,"119,950"
Data Scientists,"119,950"
Financial Specialists,"86,990"
Operations Research Analysts,"81,500"
Statisticians,"96,150"
Data Scientists,"86,630"
Data Scientists,"86,630"
Biological Scientists,"62,100"
Data Scientists,"75,150"
Data Scientists,"75,150"
Financial Specialists,"78,540"
Operations Research Analysts,"81,280"
Statisticians,"89,530"
Data Scientists,"93,360"
Data Scientists,"93,360"
Biological Scientists,"83,360"
Financial Specialists,"83,290"
Operations Research Analysts,"87,660"
Statisticians,"88,230"
Data Scientists,"81,910"
Data Scientists,"81,910"
Biological Scientists,"55,940"
Financial Specialists,"61,240"
Data Scientists,"65,360"
Data Scientists,"65,360"
Financial Specialists,"99,310"
Operations Research Analysts,"81,940"
Statisticians,"99,610"
Data Scientists,"93,970"
Data Scientists,"93,970"
Financial Specialists,"67,900"
Data Scientists,"99,930"
Data Scientists,"99,930"
Financial Specialists,"87,220"
Operations Research Analysts,"95,590"
Statisticians,"103,520"
Data Scientists,"82,840"
Data Scientists,"82,840"
Mathematical Science Occupations,"67,920"
Biological Scientists,"87,000"
Financial Specialists,"83,320"
Operations Research Analysts,"91,040"
Statisticians,"97,520"
Data Scientists,"83,980"
Data Scientists,"83,980"
Mathematical Science Occupations,"68,390"
Biological Scientists,"85,120"
Financial Specialists,"92,610"
Operations Research Analysts,"126,190"
Statisticians,"120,060"
Data Scientists,"117,860"
Data Scientists,"117,860"
Mathematical Science Occupations,"69,660"
Biological Scientists,"92,430"
Financial Specialists,"92,630"
Operations Research Analysts,"125,340"
Statisticians,"119,110"
Data Scientists,"117,860"
Data Scientists,"117,860"
Mathematical Science Occupations,"69,660"
Biological Scientists,"92,430"
Financial Specialists,"66,580"
Operations Research Analysts,"58,100"
Statisticians,"67,380"
Data Scientists,"83,360"
Data Scientists,"83,360"
Mathematical Science Occupations,"61,150"
Biological Scientists,"50,080"
Financial Specialists,"65,880"
Operations Research Analysts,"63,870"
Statisticians,"73,650"
Data Scientists,"81,660"
Data Scientists,"81,660"
Mathematical Science Occupations,"63,640"
Biological Scientists,"58,030"
Financial Specialists,"65,150"
Operations Research Analysts,"86,710"
Statisticians,"83,040"
Data Scientists,"80,520"
Data Scientists,"80,520"
Biological Scientists,"87,420"
Financial Specialists,"63,590"
Operations Research Analysts,"82,530"
Statisticians,"80,410"
Data Scientists,"88,140"
Data Scientists,"88,140"
Mathematical Science Occupations,"82,010"
Biological Scientists,"82,930"
Financial Specialists,"106,090"
Operations Research Analysts,"111,940"
Statisticians,"137,790"
Data Scientists,"117,110"
Data Scientists,"117,110"
Mathematical Science Occupations,"139,110"
Biological Scientists,"129,990"
Financial Specialists,"111,270"
Operations Research Analysts,"105,000"
Data Scientists,"104,890"
Data Scientists,"104,890"
Operations Research Analysts,"69,960"
Data Scientists,"114,380"
Data Scientists,"114,380"
Financial Specialists,"77,890"
Operations Research Analysts,"82,730"
Data Scientists,"84,820"
Data Scientists,"84,820"
Operations Research Analysts,"85,830"
Data Scientists,"81,980"
Data Scientists,"81,980"
Financial Specialists,"74,850"
Operations Research Analysts,"104,830"
Data Scientists,"94,070"
Data Scientists,"94,070"
Data Scientists,"78,490"
Data Scientists,"78,490"
Financial Specialists,"78,560"
Operations Research Analysts,"103,180"
Data Scientists,"94,550"
Data Scientists,"94,550"
Financial Specialists,"80,160"
Operations Research Analysts,"80,270"
Data Scientists,"92,450"
Data Scientists,"92,450"
Financial Specialists,"97,560"
Operations Research Analysts,"78,960"
Statisticians,"144,280"
Data Scientists,"120,110"
Data Scientists,"120,110"
Biological Scientists,"108,150"
Financial Specialists,"82,300"
Operations Research Analysts,"101,080"
Data Scientists,"93,970"
Data Scientists,"93,970"
Financial Specialists,"122,200"
Operations Research Analysts,"94,500"
Statisticians,"93,360"
Data Scientists,"121,780"
Data Scientists,"121,780"
Financial Specialists,"41,900"
Data Scientists,"66,950"
Data Scientists,"66,950"
Data Scientists,"116,030"
Data Scientists,"116,030"
Data Scientists,"95,570"
Data Scientists,"95,570"
Financial Specialists,"72,340"
Operations Research Analysts,"84,100"
Statisticians,"124,990"
Data Scientists,"120,520"
Data Scientists,"120,520"
Financial Specialists,"45,840"
Data Scientists,"103,450"
Data Scientists,"103,450"
